model,response,R2_base,RMSE_base,R2_tuned,RMSE_tuned,dR2,dRMSE_pct,dataset
M7_anom_12m,uWUE,0.0579909237540242,0.967261156336699,0.00957124351169791,0.991808496885348,-0.0484196802423263,2.53781932499151,filtered
M7_anom_24m,ETmax,0.407804428993653,0.0504781482820788,0.397689479419792,0.0509074170284316,-0.010114949573861,0.850405097972275,filtered
M7_anom_24m,GPPsat,0.243052181813789,7.57724994082189,0.169929975229362,7.93480042201565,-0.073122206584427,4.718736797469,filtered
M7_anom_24m,NEPmax,0.269879302443611,7.43683031508435,0.164657133862086,7.95468389774196,-0.105222168581525,6.96336423875682,filtered
M7_anom_24m,WUE,0.168862820104583,0.983749185203642,0.147619458956155,0.996241878079577,-0.021243361148428,1.2699062996783,filtered
M7_anom_24m,uWUE,0.0784561668492221,0.956696538358268,0.0149681829614297,0.989102576754212,-0.0634879838877924,3.38728500591778,filtered
M7_raw_12m,ETmax,0.517470909996874,0.0455651272899077,0.675607325541778,0.0373599560532866,0.158136415544904,-18.0075679025668,filtered
M7_raw_12m,GPPsat,0.433383420402993,6.55576355048395,0.688461329345763,4.86110076334498,0.25507790894277,-25.8499681095708,filtered
M7_raw_12m,NEPmax,0.470776437526303,6.3315512753547,0.730049850673928,4.52201843355822,0.259273413147625,-28.5796128484343,filtered
M7_raw_12m,WUE,0.369300945626334,0.856957177110503,0.65982001408238,0.629364742709284,0.290519068456046,-26.5582038963274,filtered
M7_raw_12m,uWUE,0.310641473450681,0.8274443212939,0.636566982940073,0.600797882928527,0.325925509489392,-27.3911407127623,filtered
M7_raw_24m,ETmax,0.490178670441152,0.0468360044051509,0.679346204508425,0.0371440307348341,0.189167534067273,-20.6934254819801,filtered
M7_raw_24m,GPPsat,0.400401197023717,6.74386737429206,0.691756038528964,4.83532790635786,0.291354841505247,-28.3003707221415,filtered
M7_raw_24m,NEPmax,0.430408529066344,6.56859191054899,0.727877911538425,4.54017340140546,0.297469382472081,-30.8805682673929,filtered
M7_raw_24m,WUE,0.338682013837174,0.877512269925732,0.660439555824075,0.62879137649419,0.321757541986901,-28.3438650325189,filtered
M7_raw_24m,uWUE,0.275969496488903,0.847997624504697,0.634438034671802,0.602555015414558,0.358468538182899,-28.9437849821217,filtered
M8_anom_12m,ETmax,0.397519535322805,0.050914598378043,0.397033302135346,0.0509351396038612,-0.000486233187458995,0.0403444718657778,filtered
M8_anom_12m,GPPsat,0.353292527769973,7.00378138625316,0.263227998185878,7.47558526175951,-0.090064529584095,6.73641636548499,filtered
M8_anom_12m,NEPmax,0.416177923901788,6.65014016206678,0.320466897762888,7.17456956814843,-0.0957110261389,7.88599026939402,filtered
M8_anom_12m,WUE,0.258673485752803,0.929079328026627,0.240395571619124,0.94046313074843,-0.018277914133679,1.22527779688978,filtered
M8_anom_12m,uWUE,0.155599183549458,0.915778674929958,0.106506997187486,0.942023597290842,-0.049092186361972,2.86585864896791,filtered
M8_anom_24m,ETmax,0.400450776372899,0.0507905902649043,0.396431076633847,0.0509605695195925,-0.00401969973905197,0.334666822735566,filtered
M8_anom_24m,GPPsat,0.336308831383765,7.09515131043376,0.26257098719942,7.47891766796203,-0.073737844184345,5.4088537472615,filtered
M8_anom_24m,NEPmax,0.408494741240802,6.69375553641043,0.333237522594175,7.10683312842678,-0.075257218646627,6.17108870751897,filtered
M8_anom_24m,WUE,0.247468303684982,0.93607453091719,0.231895140282915,0.945710665428926,-0.015573163402067,1.02941958075649,filtered
M8_anom_24m,uWUE,0.168308370049012,0.908860793791661,0.107734814775279,0.941376121168945,-0.060573555273733,3.57759159591799,filtered
M8_raw_12m,ETmax,0.489760987924919,0.0468551861987583,0.670740463267627,0.0376391683483448,0.180979475342708,-19.6691521218578,filtered
M8_raw_12m,GPPsat,0.478472617767912,6.28951561947337,0.689897774425536,4.84988101356792,0.211425156657624,-22.8894352602942,filtered
M8_raw_12m,NEPmax,0.542358025015308,5.88780567641773,0.732050851536344,4.50522756805359,0.189692826521036,-23.4820607939176,filtered
M8_raw_12m,WUE,0.417597751676735,0.823492317485588,0.667561558233705,0.622162239862246,0.24996380655697,-24.448324938607,filtered
M8_raw_12m,uWUE,0.339813333564014,0.809747430033993,0.628723882892955,0.607246067024805,0.288910549328941,-25.0079661260162,filtered
M8_raw_24m,ETmax,0.470941096484824,0.0477114759161081,0.673385681056866,0.0374876699652572,0.202444584572042,-21.4284000956659,filtered
M8_raw_24m,GPPsat,0.443542143514945,6.49672945156113,0.695473959487805,4.8060785005891,0.25193181597286,-26.0231084513728,filtered
M8_raw_24m,NEPmax,0.512467317083796,6.07704440621939,0.726026571035667,4.55559140580028,0.213559253951871,-25.0360685016884,filtered
M8_raw_24m,WUE,0.380780770624382,0.849122302160246,0.665027410871686,0.624529080355719,0.284246640247304,-26.4500439139499,filtered
M8_raw_24m,uWUE,0.319194609239883,0.822295089699552,0.62767982096389,0.608099282971791,0.308485211724007,-26.0485328698756,filtered
